iter	Logloss
175	0.4002191278
176	0.3999763825
177	0.3997107294
178	0.3993838681
179	0.3991492985
180	0.3987647544
181	0.3984830067
182	0.3980872805
183	0.3976083508
184	0.3972870013
185	0.3971101837
186	0.3968724776
187	0.3966147268
188	0.3964469462
189	0.3962073417
190	0.3959557851
191	0.3956989248
192	0.3954256427
193	0.3952303974
194	0.3949606112
195	0.3946237309
196	0.3944552019
197	0.3941980111
198	0.3939352951
199	0.3936882797
200	0.3933860373
201	0.3931334685
202	0.3929651297
203	0.3927270483
204	0.3924649269
205	0.3921309056
206	0.3918804182
207	0.3916065495
208	0.3914730982
209	0.3911775983
210	0.3907239943
211	0.3904813559
212	0.3902353636
213	0.3898697183
214	0.3897171918
215	0.3894615537
216	0.3892040218
217	0.3890195286
218	0.3886854532
219	0.3884750126
220	0.3882877998
221	0.3880352855
222	0.3878569578
223	0.3876207071
224	0.3874322144
225	0.3872353109
226	0.3869983696
227	0.3868693708
228	0.386721021
229	0.3864281798
230	0.3861993643
231	0.3859779383
232	0.3858703165
233	0.3856143519
234	0.3854118229
235	0.3852469556
236	0.3850648339
237	0.384909685
238	0.3846600942
239	0.3844937123
240	0.3841478875
241	0.3838962543
242	0.3836714548
243	0.3835188341
244	0.3834070521
245	0.3832457581
246	0.383076804
247	0.3828568426
248	0.3827145282
249	0.3826248741
250	0.3825103945
251	0.382366512
252	0.3821861351
253	0.3819045484
254	0.3816991619
255	0.3815248748
256	0.3813419361
257	0.3810575512
258	0.3807769234
259	0.3805959591
260	0.3803398879
261	0.3801208378
262	0.3799668183
263	0.3798437995
264	0.37967171
265	0.3795702015
266	0.3794043473
267	0.3792571396
268	0.3790599078
269	0.378877982
270	0.3787214624
271	0.3785173705
272	0.3783309083
273	0.3781821869
274	0.3779741035
275	0.3777703221
276	0.3775487766
277	0.377460385
278	0.3771998093
279	0.3769922945
280	0.3768287281
281	0.3765614315
282	0.3764260665
283	0.376313022
284	0.376238351
285	0.3760547763
286	0.3758736498
287	0.3757249759
288	0.3755488732
289	0.3754214804
290	0.3752808804
291	0.3750747731
292	0.3748875537
293	0.3747796398
294	0.3746889735
295	0.3745246741
296	0.3743412364
297	0.3742227138
298	0.3740557447
299	0.3737958658
300	0.3736878269
301	0.3735005086
302	0.3733348613
303	0.3732358596
304	0.3730994999
305	0.3728692883
306	0.3727067577
307	0.3724459326
308	0.3723519711
309	0.3722218185
310	0.3720029011
311	0.3719291435
312	0.3717879643
313	0.3716274679
314	0.3715060612
315	0.3713968691
316	0.3711529977
317	0.3710090713
318	0.3707812604
319	0.3705476971
320	0.3704441487
321	0.3702605292
322	0.3701429925
323	0.3700314007
324	0.3699017832
325	0.3697632033
326	0.3695909005
327	0.3694420093
328	0.3693330796
329	0.3691667697
330	0.3690467694
331	0.3688727904
332	0.368666688
333	0.3685552771
334	0.3683611703
335	0.3682559144
336	0.3681847666
337	0.3680041562
338	0.3678679491
339	0.3677432722
340	0.367678037
341	0.3675846216
342	0.3674460963
343	0.367279834
344	0.367170271
345	0.3669811119
346	0.3668166359
347	0.3667511792
348	0.3665834593
349	0.3664044234
350	0.3662984614
351	0.366076801
352	0.365947391
353	0.3658301603
354	0.3656235152
355	0.3654972384
356	0.3653710403
357	0.3652911578
358	0.3651700516
359	0.3650280496
360	0.3647660233
361	0.3646712345
362	0.3645122259
363	0.3643274279
364	0.3641260439
365	0.3639443811
366	0.3638326895
367	0.3637012161
368	0.3635127821
369	0.3633120122
370	0.3631948783
371	0.3630433057
372	0.3629353922
373	0.3627562406
374	0.3625577726
375	0.3624675459
376	0.3623151122
377	0.3621930893
378	0.3619967218
379	0.3617986131
380	0.3616562087
381	0.3615810004
382	0.3614180316
383	0.3612994618
384	0.3611394064
385	0.360976907
386	0.3608113395
387	0.3606391642
388	0.360545231
389	0.360414641
390	0.3602358876
391	0.3601744548
392	0.3599388237
393	0.3598039339
394	0.3597084179
395	0.3596115464
396	0.359488461
397	0.3593972907
398	0.359257591
399	0.3591447669
400	0.3589201993
401	0.3588317132
402	0.3587109948
403	0.358556372
404	0.3584486229
405	0.358270776
406	0.3581070312
407	0.35800478
408	0.3578989716
409	0.3577572169
410	0.3576906848
411	0.3575703187
412	0.3574858687
413	0.3573185094
414	0.3571561578
415	0.3570839395
416	0.3568436044
417	0.3567212983
418	0.3565589058
419	0.3563892057
420	0.3562041951
421	0.3560713654
422	0.3559680228
423	0.3559038992
424	0.3557411103
425	0.3555867489
426	0.3554823198
427	0.3553020608
428	0.3551990885
429	0.3550991024
430	0.3549271711
431	0.3548769284
432	0.3546981895
433	0.3545137178
434	0.3544442863
435	0.3543955014
436	0.35424845
437	0.3541821036
438	0.3540451507
439	0.353893909
440	0.353736263
441	0.353591965
442	0.3534661595
443	0.3532927729
444	0.3531824007
445	0.3530813158
446	0.3529919939
447	0.3528854786
448	0.3528241858
449	0.3527736654
450	0.3526213682
451	0.3525021129
452	0.3522173806
453	0.3520980892
454	0.3520298798
455	0.3518660039
456	0.3517783223
457	0.351635544
458	0.3514209276
459	0.3512457448
460	0.3510906936
461	0.3510223833
462	0.3509155197
463	0.350755358
464	0.3505574998
465	0.3504537796
466	0.3502644527
467	0.3501288001
468	0.3499585334
469	0.3498407181
470	0.3497239901
471	0.3496383268
472	0.3495010447
473	0.3493677602
474	0.3492223479
475	0.3490698527
476	0.3489558707
477	0.3487875215
478	0.3486864866
479	0.348576576
480	0.3484032811
481	0.3481781387
482	0.3480532075
483	0.347912958
484	0.3477788541
485	0.3476240455
486	0.3475431759
487	0.3474717495
488	0.347270151
489	0.347095059
490	0.3469801898
491	0.3468964613
492	0.3467434967
493	0.3465467145
494	0.346449307
495	0.3462896632
496	0.3460562278
497	0.3459117623
498	0.3457991689
499	0.3456644481
500	0.3454974137
501	0.3453832535
502	0.3452537939
503	0.3449806451
504	0.3448819775
505	0.3446218867
506	0.344510094
507	0.3442832055
508	0.3442376249
509	0.3441278734
510	0.3440205741
511	0.3439587625
512	0.3438954385
513	0.3437476165
514	0.3436396748
515	0.3434882863
516	0.3434031334
517	0.3431855223
518	0.3431114629
519	0.3429503461
520	0.3427719976
521	0.3426122058
522	0.3425199167
523	0.3424150838
524	0.3423161749
525	0.3422301565
526	0.3420770465
527	0.3419886051
528	0.3417785656
529	0.3416049571
530	0.3415035214
531	0.3413433233
532	0.3412138946
533	0.3410521127
534	0.3409583824
535	0.3408238755
536	0.3406967548
537	0.3405367999
538	0.3404502017
539	0.3403136152
540	0.3401255959
541	0.3399707147
542	0.3398069418
543	0.3396491878
544	0.3394319027
545	0.3392931969
546	0.3390741792
547	0.3389199748
548	0.3387029617
549	0.3385355014
550	0.3383223655
551	0.3382298914
552	0.3380800381
553	0.3378762996
554	0.3377427608
555	0.3376279667
556	0.337488456
557	0.3374288064
558	0.3372820954
559	0.3371083999
560	0.33698553
561	0.3368145174
562	0.3366317197
563	0.3364898398
564	0.336429752
565	0.3363339797
566	0.3362125897
567	0.3360911027
568	0.3359102989
569	0.3358314846
570	0.335642518
571	0.3354600061
572	0.3353332638
573	0.3351301047
574	0.3350504257
575	0.334795437
576	0.3345428608
577	0.3343810863
578	0.3342832054
579	0.3341616506
580	0.334093568
581	0.3339380392
582	0.3338255695
583	0.3337041081
584	0.3335138587
585	0.3333810815
586	0.333273864
587	0.3331507953
588	0.3329928306
589	0.3328111485
590	0.3327300685
591	0.3326481391
592	0.3325503459
593	0.3323570617
594	0.3322616592
595	0.3321234536
596	0.3320145084
597	0.3319415335
598	0.3317190495
599	0.3315682707
600	0.3314256
601	0.3311378791
602	0.3308976017
603	0.3306993374
604	0.3306238204
605	0.3304981345
606	0.330294345
607	0.3300370515
608	0.3299599989
609	0.3298587819
610	0.3297288813
611	0.3296136759
612	0.3294799098
613	0.3292610999
614	0.3291355719
615	0.3290479942
616	0.3288554331
617	0.3287683264
618	0.3285474287
619	0.3284696742
620	0.3284056652
621	0.3283492466
622	0.3282475143
623	0.3280612825
624	0.3279930427
625	0.3277846468
626	0.3277154647
627	0.3276486608
628	0.3274251017
629	0.3273455632
630	0.3271426451
631	0.3270329005
632	0.3268671192
633	0.3267115216
634	0.3266147333
635	0.3264659256
636	0.3263182998
637	0.326159583
638	0.3260436994
639	0.32594423
640	0.3258246711
641	0.3256517014
642	0.3255931416
643	0.325525348
644	0.3253484463
645	0.3251748917
646	0.3249172938
647	0.3246787124
648	0.3245755983
649	0.3244879656
650	0.3242027303
651	0.3241145999
652	0.3238611945
653	0.323790984
654	0.3236955713
655	0.3235036005
656	0.3234410327
657	0.3232399953
658	0.3230417684
659	0.3228380491
660	0.3226622228
661	0.3225894284
662	0.3225035509
663	0.3222232787
664	0.3220037287
665	0.3218833397
666	0.3217273596
667	0.3216642038
668	0.3216010588
669	0.321422175
670	0.3213366791
671	0.3212446423
672	0.3211820369
673	0.3210583758
674	0.3209859059
675	0.3208578256
676	0.3206286726
677	0.3205184406
678	0.3203497084
679	0.3201185102
680	0.3198860595
681	0.3197341501
682	0.3196064593
683	0.3195134211
684	0.3194365912
685	0.3192646511
686	0.319036654
687	0.3189570553
688	0.3187744629
689	0.3186193088
690	0.3185396272
691	0.3183885135
692	0.3182617106
693	0.3181259009
694	0.3180375602
695	0.3179144447
696	0.3177889571
697	0.3175761435
698	0.3174110096
699	0.3173278402
700	0.3172199499
701	0.3171022696
702	0.3169185944
703	0.3167871089
704	0.3167086613
705	0.3165024129
706	0.3162581582
707	0.3162286291
708	0.316083478
709	0.3160124211
710	0.3158516959
711	0.3156986381
712	0.3155885853
713	0.3153799443
714	0.3151750599
715	0.3150795307
716	0.3149029258
717	0.3147445837
718	0.314689958
719	0.3144806468
720	0.3143016046
721	0.3141456567
722	0.3139700989
723	0.3138641543
724	0.3137537957
725	0.3136952005
726	0.3135800824
727	0.3134349394
728	0.313377281
729	0.3131975453
730	0.3131119506
731	0.3129147045
732	0.3127511114
733	0.3126784366
734	0.3125070611
735	0.312403823
736	0.3122335931
737	0.3121532646
738	0.3120665754
739	0.3119361169
740	0.311721429
741	0.3115917647
742	0.3114381102
743	0.3112767107
744	0.3111889184
745	0.311008436
746	0.3107428149
747	0.3106272219
748	0.3105628812
749	0.310354499
750	0.3102496157
751	0.3101312166
752	0.3099917347
753	0.3098405561
754	0.3098142372
755	0.3095701317
756	0.3093794289
757	0.309212648
758	0.3090643551
759	0.308903167
760	0.3088222457
761	0.3087027832
762	0.308537133
763	0.3084728656
764	0.3083819431
765	0.3082232275
766	0.3081486903
767	0.3080750093
768	0.3079405861
769	0.3077547658
770	0.3076212447
771	0.307514248
772	0.3074436655
773	0.3072162044
774	0.3071321628
775	0.307009485
776	0.306836514
777	0.3065816685
778	0.3064518618
779	0.3064192067
780	0.3062238139
781	0.3060485027
782	0.3057929771
783	0.3056243228
784	0.3055715104
785	0.3054235118
786	0.3052532594
787	0.3050940159
788	0.305024988
789	0.3048781839
790	0.3047192941
791	0.3045317438
792	0.3043787092
793	0.3041773815
794	0.3040256426
795	0.3038737203
796	0.3037087646
797	0.3036548465
798	0.3034605102
799	0.3032827422
800	0.3031599425
801	0.3030599968
802	0.3029781885
803	0.3028527377
804	0.3026699008
805	0.3025591239
806	0.3024685947
807	0.3023705448
808	0.3022792028
809	0.302242588
810	0.3021503881
811	0.3020796302
812	0.3019905931
813	0.3018801681
814	0.3017164573
815	0.3016165246
816	0.3014068237
817	0.3012631099
818	0.3011118215
819	0.3009536397
820	0.3008373523
821	0.3007076725
822	0.3005813666
823	0.3004197294
824	0.3002658296
825	0.3002099267
826	0.3000628106
827	0.2999207993
828	0.2997571969
829	0.2996997946
830	0.299619487
831	0.2994991835
832	0.2993886165
833	0.2992035384
834	0.2990616374
835	0.2989607469
836	0.2988011135
837	0.2986213761
838	0.2985231549
839	0.2983364863
840	0.2982259988
841	0.2981541988
842	0.2980031736
843	0.297882851
844	0.2976994187
845	0.2975881026
846	0.2975010934
847	0.2972960373
848	0.2972241488
849	0.2970972185
850	0.2969734936
851	0.2968841965
852	0.2967617007
853	0.2965486347
854	0.2964553661
855	0.2964019645
856	0.296252996
857	0.2961056931
858	0.2960084352
859	0.2958407415
860	0.2957757705
861	0.2956978577
862	0.2955029238
863	0.2952947297
864	0.2950831304
865	0.2950077767
866	0.2949224746
867	0.2947817306
868	0.2947210497
869	0.2946616753
870	0.2945472349
871	0.2943854983
872	0.2942147616
873	0.2940668934
874	0.2939784034
875	0.2938667384
876	0.293734766
877	0.293634813
878	0.2934312822
879	0.2933905295
880	0.2932142336
881	0.2930998149
882	0.2929196163
883	0.2927489861
884	0.2926810134
885	0.2925096999
886	0.2924754943
887	0.2923532134
888	0.292302174
889	0.2921509482
890	0.2920363275
891	0.2919973558
892	0.2919039698
893	0.2917509199
894	0.2916548516
895	0.2915129796
896	0.2913130859
897	0.291181358
898	0.2911077927
899	0.2909803651
900	0.2908875108
901	0.2907700667
902	0.290629738
903	0.290555176
904	0.2904464492
905	0.2902738904
906	0.2900965146
907	0.2898793556
908	0.2897706879
909	0.2896635856
910	0.2895272266
911	0.289464604
912	0.2893224732
913	0.2891907697
914	0.2890451557
915	0.2888761442
916	0.2887889025
917	0.2886484448
918	0.2885703416
919	0.2884229788
920	0.2883466847
921	0.288285248
922	0.2881672429
923	0.2880950279
924	0.2880391144
925	0.287968809
926	0.2878837977
927	0.2878622834
928	0.287654205
929	0.287492756
930	0.2873598107
931	0.2872572171
932	0.2870437984
933	0.2869913646
934	0.2868345427
935	0.2866639384
936	0.2865393179
937	0.2864874363
938	0.2863654625
939	0.2862741751
940	0.2861693981
941	0.2860552158
942	0.2859444075
943	0.2858295919
944	0.2857618012
945	0.2855648258
946	0.2854372305
947	0.2852782678
948	0.2852348673
949	0.2851668286
950	0.2850098444
951	0.2848113592
952	0.2847610557
953	0.2846717546
954	0.2845394711
955	0.2844683879
956	0.2844062651
957	0.2843576537
958	0.2842351057
959	0.2841071767
960	0.2840075626
961	0.2838968153
962	0.2837847396
963	0.2837106196
964	0.2835410966
965	0.2834271162
966	0.283330135
967	0.2831558002
968	0.2830266713
969	0.2828917901
970	0.2827469679
971	0.282705466
972	0.2826454438
973	0.2826019604
974	0.2824296712
975	0.2822067623
976	0.2820747474
977	0.2819857562
978	0.2818832123
979	0.281694178
980	0.2816244227
981	0.2814528794
982	0.2812881987
983	0.281168814
984	0.2810177785
985	0.2810133111
986	0.2808891256
987	0.2808118625
988	0.280691524
989	0.280498605
990	0.2803861491
991	0.2803258227
992	0.2802679159
993	0.280146152
994	0.2800877722
995	0.2799218025
996	0.2797278467
997	0.2796210216
998	0.2795229961
999	0.2793984408
